filename,width,height,class,xmin,ymin,xmax,ymax
Twalv1052_jpg.rf.46c372df6f48552142508fd867a797da.jpg,640,640,Vest,186,238,531,473
Video3_228_jpg.rf.48bd0616c12fa13f086e0dab17e0f5c7.jpg,640,640,Vest,281,125,441,286
Video3_228_jpg.rf.48bd0616c12fa13f086e0dab17e0f5c7.jpg,640,640,Boots,253,416,372,503
Video3_228_jpg.rf.48bd0616c12fa13f086e0dab17e0f5c7.jpg,640,640,Boots,368,391,425,464
Video3_228_jpg.rf.48bd0616c12fa13f086e0dab17e0f5c7.jpg,640,640,Helmet,263,34,381,81
Video3_228_jpg.rf.48bd0616c12fa13f086e0dab17e0f5c7.jpg,640,640,Person,243,31,444,510
Video4_48_jpg.rf.4a9fe9da57f895bdd09160d7bfc74210.jpg,640,640,Vest,226,134,415,323
Video4_48_jpg.rf.4a9fe9da57f895bdd09160d7bfc74210.jpg,640,640,Boots,238,443,320,544
Video4_48_jpg.rf.4a9fe9da57f895bdd09160d7bfc74210.jpg,640,640,Boots,331,425,441,521
Video4_48_jpg.rf.4a9fe9da57f895bdd09160d7bfc74210.jpg,640,640,Helmet,227,29,358,86
Video4_48_jpg.rf.4a9fe9da57f895bdd09160d7bfc74210.jpg,640,640,Person,161,22,468,541
image_166_jpg.rf.49937b70080f3969e4d06a364c049eb2.jpg,640,640,Helmet,276,83,332,133
image_166_jpg.rf.49937b70080f3969e4d06a364c049eb2.jpg,640,640,Vest,254,184,363,392
image_166_jpg.rf.49937b70080f3969e4d06a364c049eb2.jpg,640,640,Boots,265,563,302,628
image_166_jpg.rf.49937b70080f3969e4d06a364c049eb2.jpg,640,640,Boots,314,563,374,628
image_166_jpg.rf.49937b70080f3969e4d06a364c049eb2.jpg,640,640,Person,167,71,427,640
image_167_jpg.rf.48cbd9060f4f6e085a98efbe4ebc29bb.jpg,640,640,Helmet,211,87,263,139
image_167_jpg.rf.48cbd9060f4f6e085a98efbe4ebc29bb.jpg,640,640,Vest,199,186,302,347
image_167_jpg.rf.48cbd9060f4f6e085a98efbe4ebc29bb.jpg,640,640,Boots,232,552,266,613
image_167_jpg.rf.48cbd9060f4f6e085a98efbe4ebc29bb.jpg,640,640,Boots,268,557,307,607
image_167_jpg.rf.48cbd9060f4f6e085a98efbe4ebc29bb.jpg,640,640,Person,40,61,460,629
Video1_183_jpg.rf.48e24d1956969549abd869d0045f449c.jpg,640,640,Person,250,55,481,494
Video1_183_jpg.rf.48e24d1956969549abd869d0045f449c.jpg,640,640,Vest,281,145,443,301
Video1_183_jpg.rf.48e24d1956969549abd869d0045f449c.jpg,640,640,Boots,374,399,440,493
Video1_183_jpg.rf.48e24d1956969549abd869d0045f449c.jpg,640,640,Boots,288,388,377,467
Video1_183_jpg.rf.48e24d1956969549abd869d0045f449c.jpg,640,640,Helmet,294,60,412,104
Video2_192_jpg.rf.49e731939172f7ed64f18ace0cf9fd19.jpg,640,640,Vest,279,139,413,259
Video2_192_jpg.rf.49e731939172f7ed64f18ace0cf9fd19.jpg,640,640,Boots,293,349,354,420
Video2_192_jpg.rf.49e731939172f7ed64f18ace0cf9fd19.jpg,640,640,Boots,343,319,400,387
Video2_192_jpg.rf.49e731939172f7ed64f18ace0cf9fd19.jpg,640,640,Helmet,303,69,395,112
Video2_192_jpg.rf.49e731939172f7ed64f18ace0cf9fd19.jpg,640,640,Person,243,61,451,430
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,11,276,65,362
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,373,324,414,400
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Helmet,4,219,57,263
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,70,319,98,393
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,110,306,150,396
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,166,336,199,420
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,258,316,294,390
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,304,307,346,376
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,512,355,540,418
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,557,330,586,384
00060_jpg.rf.48986c2ce4d1e0624727f16b6391810d.jpg,640,640,Vest,602,325,625,375
image_239_jpg.rf.4cfa10c06760c4b9307cd4e85eaa54a8.jpg,640,640,Helmet,397,111,456,171
image_239_jpg.rf.4cfa10c06760c4b9307cd4e85eaa54a8.jpg,640,640,Vest,366,204,466,348
image_239_jpg.rf.4cfa10c06760c4b9307cd4e85eaa54a8.jpg,640,640,Boots,361,558,422,606
image_239_jpg.rf.4cfa10c06760c4b9307cd4e85eaa54a8.jpg,640,640,Boots,413,543,462,577
image_239_jpg.rf.4cfa10c06760c4b9307cd4e85eaa54a8.jpg,640,640,Person,340,102,525,617
Video1_40_jpg.rf.46b7358b6a54f632e27b42091156599b.jpg,640,640,Person,226,56,478,466
Video1_40_jpg.rf.46b7358b6a54f632e27b42091156599b.jpg,640,640,Vest,256,149,414,283
Video1_40_jpg.rf.46b7358b6a54f632e27b42091156599b.jpg,640,640,Boots,269,378,372,459
Video1_40_jpg.rf.46b7358b6a54f632e27b42091156599b.jpg,640,640,Boots,343,362,441,432
Video1_40_jpg.rf.46b7358b6a54f632e27b42091156599b.jpg,640,640,Helmet,275,61,388,102
Video1_194_jpg.rf.4b10d412c88dbe84c3128b6b5295aee3.jpg,640,640,Person,198,49,444,467
Video1_194_jpg.rf.4b10d412c88dbe84c3128b6b5295aee3.jpg,640,640,Vest,247,134,402,276
Video1_194_jpg.rf.4b10d412c88dbe84c3128b6b5295aee3.jpg,640,640,Boots,371,372,424,454
Video1_194_jpg.rf.4b10d412c88dbe84c3128b6b5295aee3.jpg,640,640,Boots,278,366,340,445
Video1_194_jpg.rf.4b10d412c88dbe84c3128b6b5295aee3.jpg,640,640,Helmet,252,50,355,93
Video3_126_jpg.rf.4b9b999a184959bc2682c05c805475fa.jpg,640,640,Vest,230,166,324,253
Video3_126_jpg.rf.4b9b999a184959bc2682c05c805475fa.jpg,640,640,Boots,283,317,321,368
Video3_126_jpg.rf.4b9b999a184959bc2682c05c805475fa.jpg,640,640,Boots,222,315,258,366
Video3_126_jpg.rf.4b9b999a184959bc2682c05c805475fa.jpg,640,640,Helmet,248,114,304,137
Video3_126_jpg.rf.4b9b999a184959bc2682c05c805475fa.jpg,640,640,Person,196,117,350,369
Twalv1131_jpg.rf.49317c0368c9906743305a6284fb9503.jpg,640,640,Vest,167,181,585,554
Aitin2742_jpg.rf.49b2f5437c65a08201da1e6446d6aeaa.jpg,640,640,Helmet,324,195,357,233
Aitin2742_jpg.rf.49b2f5437c65a08201da1e6446d6aeaa.jpg,640,640,Vest,303,255,367,419
Aitin2742_jpg.rf.49b2f5437c65a08201da1e6446d6aeaa.jpg,640,640,Boots,295,518,337,586
20220721_162157_jpg.rf.4a2171c8708eadd3de0f9a4b4a18b59f.jpg,640,640,Boots,125,0,561,483
20220721_162157_jpg.rf.4a2171c8708eadd3de0f9a4b4a18b59f.jpg,640,640,Helmet,368,0,621,140
AightSird0243_jpg.rf.4c4e5daf1711f0a3f417d5b6eaaa64ea.jpg,640,640,Vest,152,195,297,529
AightSird0243_jpg.rf.4c4e5daf1711f0a3f417d5b6eaaa64ea.jpg,640,640,Vest,338,213,476,541
image_226_jpg.rf.4715767958383b3c4e01d03ace068614.jpg,640,640,Vest,271,175,376,381
image_226_jpg.rf.4715767958383b3c4e01d03ace068614.jpg,640,640,Boots,304,555,336,617
image_226_jpg.rf.4715767958383b3c4e01d03ace068614.jpg,640,640,Boots,332,557,378,623
image_181_jpg.rf.4693995f3fe0e9db43aa6be023f6c812.jpg,640,640,Vest,233,180,346,384
image_181_jpg.rf.4693995f3fe0e9db43aa6be023f6c812.jpg,640,640,Helmet,253,76,306,124
image_181_jpg.rf.4693995f3fe0e9db43aa6be023f6c812.jpg,640,640,Boots,267,565,299,631
image_181_jpg.rf.4693995f3fe0e9db43aa6be023f6c812.jpg,640,640,Boots,299,567,338,632
image_181_jpg.rf.4693995f3fe0e9db43aa6be023f6c812.jpg,640,640,Person,63,62,505,640
Video4_16_jpg.rf.475c9d9e55d62cbba1d7fa60af64320e.jpg,640,640,Vest,220,158,406,321
Video4_16_jpg.rf.475c9d9e55d62cbba1d7fa60af64320e.jpg,640,640,Boots,234,427,296,519
Video4_16_jpg.rf.475c9d9e55d62cbba1d7fa60af64320e.jpg,640,640,Boots,331,427,397,521
Video4_16_jpg.rf.475c9d9e55d62cbba1d7fa60af64320e.jpg,640,640,Helmet,251,63,361,113
Video4_16_jpg.rf.475c9d9e55d62cbba1d7fa60af64320e.jpg,640,640,Person,169,63,444,527
52_JPG_jpg.rf.4d6fd6dd01b5a1e460ebb36d7ae2890a.jpg,640,640,Helmet,297,183,372,223
52_JPG_jpg.rf.4d6fd6dd01b5a1e460ebb36d7ae2890a.jpg,640,640,Person,246,184,439,469
image_189_jpg.rf.46c7e8d5b783665a30a8aec678790659.jpg,640,640,Helmet,255,71,312,125
image_189_jpg.rf.46c7e8d5b783665a30a8aec678790659.jpg,640,640,Boots,267,561,300,627
image_189_jpg.rf.46c7e8d5b783665a30a8aec678790659.jpg,640,640,Boots,299,567,340,634
image_189_jpg.rf.46c7e8d5b783665a30a8aec678790659.jpg,640,640,Vest,237,181,348,383
image_189_jpg.rf.46c7e8d5b783665a30a8aec678790659.jpg,640,640,Person,80,64,513,640
image_62_jpg.rf.4b9d9da2129ee41c2121cff0767d1591.jpg,640,640,Vest,172,190,315,381
image_62_jpg.rf.4b9d9da2129ee41c2121cff0767d1591.jpg,640,640,Boots,221,556,261,610
image_62_jpg.rf.4b9d9da2129ee41c2121cff0767d1591.jpg,640,640,Boots,266,557,306,608
image_62_jpg.rf.4b9d9da2129ee41c2121cff0767d1591.jpg,640,640,Helmet,208,90,259,136
r110_jpg.rf.4d717275a1bfaa0c2e175b624db91b7a.jpg,640,640,Vest,226,178,505,511
r110_jpg.rf.4d717275a1bfaa0c2e175b624db91b7a.jpg,640,640,Person,156,17,550,640
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Helmet,288,59,333,120
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Helmet,32,92,70,153
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Helmet,123,137,156,202
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Helmet,402,140,452,209
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Helmet,205,152,243,207
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,16,162,90,339
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,0,214,21,303
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,268,162,351,380
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,116,194,178,347
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,80,224,104,326
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,262,266,279,343
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,188,266,199,358
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,168,282,187,350
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,324,252,356,384
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,230,270,263,374
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,108,295,120,350
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,186,233,252,413
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,369,245,471,545
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,334,352,370,516
Aitin3205_jpg.rf.46e8c2e6949c29016f0d9bd5d933eb39.jpg,640,640,Vest,446,411,489,544
Video4_265_jpg.rf.4872677e7a7655fd5cdb7456ab745f0d.jpg,640,640,Vest,221,136,391,289
Video4_265_jpg.rf.4872677e7a7655fd5cdb7456ab745f0d.jpg,640,640,Boots,338,389,408,475
Video4_265_jpg.rf.4872677e7a7655fd5cdb7456ab745f0d.jpg,640,640,Boots,246,391,306,477
Video4_265_jpg.rf.4872677e7a7655fd5cdb7456ab745f0d.jpg,640,640,Helmet,246,44,348,92
Video4_265_jpg.rf.4872677e7a7655fd5cdb7456ab745f0d.jpg,640,640,Person,195,47,433,487
Tan0207_jpg.rf.4d9eb2fe9f20d7d2082df9fa47c81807.jpg,640,640,Vest,204,270,274,438
Video2_192_jpg.rf.4dec26fc3f92d9a9a145aef4dbc10d7f.jpg,640,640,Vest,279,139,413,259
Video2_192_jpg.rf.4dec26fc3f92d9a9a145aef4dbc10d7f.jpg,640,640,Boots,293,349,354,420
Video2_192_jpg.rf.4dec26fc3f92d9a9a145aef4dbc10d7f.jpg,640,640,Boots,343,319,400,387
Video2_192_jpg.rf.4dec26fc3f92d9a9a145aef4dbc10d7f.jpg,640,640,Helmet,303,69,395,112
Video2_192_jpg.rf.4dec26fc3f92d9a9a145aef4dbc10d7f.jpg,640,640,Person,243,60,451,430
Video2_164_jpg.rf.4d86ba38fee6a09174adc85de7b42e9b.jpg,640,640,Vest,265,136,348,212
Video2_164_jpg.rf.4d86ba38fee6a09174adc85de7b42e9b.jpg,640,640,Boots,320,263,358,307
Video2_164_jpg.rf.4d86ba38fee6a09174adc85de7b42e9b.jpg,640,640,Boots,272,258,302,296
Video2_164_jpg.rf.4d86ba38fee6a09174adc85de7b42e9b.jpg,640,640,Helmet,285,100,335,130
Video2_164_jpg.rf.4d86ba38fee6a09174adc85de7b42e9b.jpg,640,640,Person,246,100,372,311
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Vest,225,126,394,402
r142_jpg.rf.4d8407ce5b7212590ac627a03801d957.jpg,640,640,Vest,443,136,616,420
